Timestamp,Amplitude
0.0,31.48583
0.03333333333333333,31.48583
0.06666666666666667,31.51026
0.1,31.48583
0.13333333333333333,31.46139
0.16666666666666666,31.46139
0.2,31.48583
0.23333333333333334,31.48583
0.26666666666666666,31.48583
0.3,31.48583
0.3333333333333333,31.48583
0.36666666666666664,31.46139
0.4,31.46139
0.43333333333333335,31.48583
0.4666666666666667,31.48583
0.5,31.48583
0.5333333333333333,31.46139
0.5666666666666667,31.48583
0.6,31.48583
0.6333333333333333,31.46139
0.6666666666666666,31.46139
0.7,31.48583
0.7333333333333333,31.48583
0.7666666666666667,31.48583
0.8,31.48583
0.8333333333333334,31.46139
0.8666666666666667,31.48583
0.9,31.48583
0.9333333333333333,31.51026
0.9666666666666667,31.48583
1.0,31.48583
1.0333333333333334,31.48583
1.0666666666666667,31.48583
1.1,31.48583
1.1333333333333333,31.48583
1.1666666666666667,31.51026
1.2,31.48583
1.2333333333333334,31.48583
1.2666666666666666,31.48583
1.3,31.51026
1.3333333333333333,31.48583
1.3666666666666667,31.48583
1.4,31.48583
1.4333333333333333,31.48583
1.4666666666666666,31.48583
1.5,31.48583
1.5333333333333334,31.48583
1.5666666666666667,31.51026
1.6,31.51026
1.6333333333333333,31.48583
1.6666666666666667,31.48583
1.7,31.48583
1.7333333333333334,31.48583
1.7666666666666666,31.51026
1.8,31.48583
1.8333333333333333,31.51026
1.8666666666666667,31.51026
1.9,31.48583
1.9333333333333333,31.51026
1.9666666666666666,31.51026
2.0,31.51026
2.033333333333333,31.51026
2.066666666666667,31.48583
2.1,31.48583
2.1333333333333333,31.51026
2.1666666666666665,31.51026
2.2,31.51026
2.2333333333333334,31.51026
2.2666666666666666,31.48583
2.3,31.48583
2.3333333333333335,31.51026
2.3666666666666667,31.51026
2.4,31.51026
2.433333333333333,31.51026
2.466666666666667,31.51026
2.5,31.51026
2.533333333333333,31.51026
2.566666666666667,31.51026
2.6,31.51026
2.6333333333333333,31.5347
2.6666666666666665,31.5347
2.7,31.51026
2.7333333333333334,31.51026
2.7666666666666666,31.51026
2.8,31.51026
2.8333333333333335,31.5347
2.8666666666666667,31.51026
2.9,31.51026
2.933333333333333,31.51026
2.966666666666667,31.51026
3.0,31.51026
3.033333333333333,31.51026
3.066666666666667,31.51026
3.1,31.51026
3.1333333333333333,31.48583
3.1666666666666665,31.48583
3.2,31.51026
3.2333333333333334,31.51026
3.2666666666666666,31.51026
3.3,31.51026
3.3333333333333335,31.51026
3.3666666666666667,31.51026
3.4,31.48583
3.433333333333333,31.51026
3.466666666666667,31.51026
3.5,31.51026
3.533333333333333,31.51026
3.566666666666667,31.51026
3.6,31.51026
3.6333333333333333,31.51026
3.6666666666666665,31.51026
3.7,31.5347
3.7333333333333334,31.51026
3.7666666666666666,31.51026
3.8,31.51026
3.8333333333333335,31.51026
3.8666666666666667,31.51026
3.9,31.51026
3.933333333333333,31.51026
3.966666666666667,31.51026
4.0,31.48583
4.033333333333333,31.48583
4.066666666666666,31.51026
4.1,31.51026
4.133333333333334,31.51026
4.166666666666667,31.51026
4.2,31.48583
4.233333333333333,31.51026
4.266666666666667,31.51026
4.3,31.51026
4.333333333333333,31.51026
4.366666666666666,31.51026
4.4,31.51026
4.433333333333334,31.48583
4.466666666666667,31.51026
4.5,31.48583
4.533333333333333,31.51026
4.566666666666666,31.51026
4.6,31.51026
4.633333333333334,31.51026
4.666666666666667,31.48583
4.7,31.51026
4.733333333333333,31.51026
4.766666666666667,31.51026
4.8,31.48583
4.833333333333333,31.48583
4.866666666666666,31.51026
4.9,31.51026
4.933333333333334,31.51026
4.966666666666667,31.51026
5.0,31.51026
5.033333333333333,31.48583
5.066666666666666,31.48583
5.1,31.51026
5.133333333333334,31.51026
5.166666666666667,31.51026
5.2,31.51026
5.233333333333333,31.51026
5.266666666666667,31.51026
5.3,31.48583
5.333333333333333,31.51026
5.366666666666666,31.51026
5.4,31.5347
5.433333333333334,31.51026
5.466666666666667,31.51026
5.5,31.51026
5.533333333333333,31.51026
5.566666666666666,31.51026
5.6,31.51026
5.633333333333334,31.51026
5.666666666666667,31.51026
5.7,31.51026
5.733333333333333,31.48583
5.766666666666667,31.51026
5.8,31.5347
5.833333333333333,31.51026
5.866666666666666,31.51026
5.9,31.48583
5.933333333333334,31.48583
5.966666666666667,31.51026
6.0,31.51026
6.033333333333333,31.51026
6.066666666666666,31.51026
6.1,31.48583
6.133333333333334,31.51026
6.166666666666667,31.51026
6.2,31.51026
6.233333333333333,31.51026
6.266666666666667,31.51026
6.3,31.51026
6.333333333333333,31.51026
6.366666666666666,31.48583
6.4,31.51026
6.433333333333334,31.51026
6.466666666666667,31.51026
6.5,31.51026
6.533333333333333,31.51026
6.566666666666666,31.48583
6.6,31.51026
6.633333333333334,31.51026
6.666666666666667,31.51026
6.7,31.51026
6.733333333333333,31.48583
6.766666666666667,31.48583
6.8,31.51026
6.833333333333333,31.51026
6.866666666666666,31.51026
6.9,31.51026
6.933333333333334,31.5347
6.966666666666667,31.51026
7.0,31.48583
7.033333333333333,31.51026
7.066666666666666,31.5347
7.1,31.51026
7.133333333333334,31.51026
7.166666666666667,31.48583
7.2,31.51026
7.233333333333333,31.51026
7.266666666666667,31.48583
7.3,31.48583
7.333333333333333,31.51026
7.366666666666666,31.51026
7.4,31.48583
7.433333333333334,31.48583
7.466666666666667,31.51026
7.5,31.51026
7.533333333333333,31.48583
7.566666666666666,31.48583
7.6,31.51026
